log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	8.8810e-01	5.2539e-01	2.7450e-01	2.2933e-01	2.2359e-01	9.8936e-02	8.2514e-01	1.1278e-01	7.6058e-02	2.4243e+00
6.1	1.0460e+00	5.2267e-01	2.7309e-01	2.4929e-01	2.1083e-01	1.0466e-01	8.8136e-01	1.0335e-01	7.2538e-02	2.3071e+00
6.2	1.1359e+00	5.5804e-01	2.8116e-01	2.8581e-01	2.3422e-01	1.0253e-01	1.1737e+00	1.1143e-01	5.7833e-02	2.2036e+00
6.3	9.5883e-01	7.0385e-01	3.6426e-01	3.0132e-01	3.1190e-01	1.6303e-01	2.1736e+00	3.4145e-01	1.4084e-01	2.0134e+00
6.4	8.0782e-01	7.7639e-01	4.0291e-01	3.0340e-01	3.5381e-01	2.0777e-01	2.6153e+00	4.6472e-01	1.7983e-01	2.0060e+00
6.5	7.1015e-01	6.8046e-01	3.9417e-01	2.7411e-01	3.6895e-01	2.0236e-01	2.5010e+00	4.7835e-01	1.7886e-01	1.9256e+00
6.6	5.8790e-01	5.6707e-01	4.4277e-01	2.2372e-01	3.6019e-01	2.1868e-01	2.3796e+00	5.9572e-01	2.6548e-01	1.5896e+00
6.7	4.1113e-01	4.8744e-01	4.8331e-01	2.1599e-01	4.1337e-01	3.2578e-01	3.1039e+00	7.5546e-01	2.8213e-01	1.5636e+00
6.8	2.8736e-01	4.3818e-01	5.5865e-01	2.4202e-01	4.3584e-01	4.6245e-01	4.1984e+00	9.6966e-01	3.4896e-01	1.4868e+00
6.9	2.0762e-01	4.2001e-01	6.8295e-01	2.6078e-01	3.8046e-01	5.3863e-01	4.6848e+00	1.1244e+00	4.4745e-01	1.4401e+00
7.0	2.0724e-01	6.0834e-01	8.1870e-01	2.7894e-01	2.8737e-01	5.1936e-01	3.9921e+00	1.1240e+00	5.7201e-01	1.5667e+00
7.1	2.4686e-01	1.0505e+00	9.2689e-01	3.1505e-01	2.2008e-01	4.8262e-01	3.2340e+00	1.1019e+00	7.3081e-01	1.7429e+00
7.2	3.3813e-01	1.4124e+00	9.2647e-01	3.4874e-01	1.7937e-01	4.5428e-01	2.4781e+00	1.0254e+00	8.5945e-01	2.0905e+00
7.3	4.4348e-01	1.4777e+00	7.2307e-01	2.6196e-01	1.6928e-01	3.5884e-01	1.6681e+00	9.5266e-01	8.0691e-01	1.9551e+00
7.4	4.6409e-01	1.5111e+00	3.5017e-01	-2.4689e-02	2.0652e-01	1.9512e-01	9.6528e-01	9.7094e-01	5.8933e-01	1.4080e+00
7.5	4.9938e-01	1.3457e+00	3.0869e-01	-5.3850e-02	1.8881e-01	1.3590e-01	7.3367e-01	1.0309e+00	5.6992e-01	1.0535e+00
7.6	5.3036e-01	1.1763e+00	3.2232e-01	-2.3091e-02	1.5931e-01	1.0516e-01	6.4579e-01	1.0558e+00	5.6762e-01	8.4540e-01
7.7	5.6372e-01	1.0461e+00	3.3308e-01	1.4447e-02	1.2463e-01	7.5968e-02	5.4697e-01	1.0505e+00	5.5884e-01	6.9809e-01
7.8	6.0216e-01	9.3992e-01	3.4176e-01	5.2810e-02	8.9928e-02	4.4682e-02	4.2608e-01	1.0388e+00	5.5331e-01	5.3974e-01
7.9	6.3539e-01	8.5595e-01	3.4965e-01	7.7018e-02	5.8596e-02	8.6999e-03	2.9095e-01	1.0376e+00	5.3572e-01	3.3694e-01
8.0	6.6939e-01	7.4558e-01	3.9120e-01	1.1744e-01	1.1754e-02	-3.0090e-02	1.4180e-01	1.0605e+00	5.4137e-01	4.8100e-02
8.1	6.8627e-01	6.2122e-01	4.4832e-01	1.4521e-01	-3.6747e-02	-5.2247e-02	5.0429e-02	1.0805e+00	5.3767e-01	-1.9900e-01
8.2	6.7894e-01	4.8505e-01	5.2259e-01	1.7581e-01	-9.4852e-02	-7.2824e-02	-5.4386e-02	1.1107e+00	5.4978e-01	-4.7098e-01
8.3	6.7694e-01	3.8779e-01	6.0198e-01	2.2249e-01	-1.5724e-01	-9.7283e-02	-1.3475e-01	1.1593e+00	5.7164e-01	-7.1797e-01
8.4	6.6480e-01	3.0256e-01	6.8711e-01	2.7240e-01	-2.2716e-01	-1.3334e-01	-2.3158e-01	1.2185e+00	6.0136e-01	-9.8208e-01
8.5	6.5792e-01	3.3085e-01	7.4774e-01	3.4158e-01	-2.9433e-01	-1.7403e-01	-2.8154e-01	1.2726e+00	6.4543e-01	-1.1195e+00
8.6	6.7794e-01	4.4923e-01	7.7317e-01	4.2446e-01	-3.4727e-01	-2.1692e-01	-3.1678e-01	1.3245e+00	6.8421e-01	-1.1990e+00
8.7	7.4003e-01	7.5047e-01	7.7655e-01	5.6985e-01	-3.9466e-01	-2.7078e-01	-3.2832e-01	1.3943e+00	7.3791e-01	-1.1919e+00
8.8	8.5289e-01	1.2232e+00	7.5917e-01	8.0324e-01	-4.4382e-01	-3.4238e-01	-3.3817e-01	1.4768e+00	7.8348e-01	-1.2801e+00
8.9	1.0657e+00	2.0339e+00	7.0135e-01	1.1936e+00	-4.7757e-01	-4.4878e-01	-3.6631e-01	1.5721e+00	8.4709e-01	-1.3665e+00
9.0	1.4557e+00	3.3879e+00	6.0210e-01	1.8894e+00	-5.2135e-01	-6.6515e-01	-5.3153e-01	1.7052e+00	9.4210e-01	-1.5191e+00
9.1	1.9822e+00	5.0222e+00	4.8913e-01	2.7108e+00	-5.8562e-01	-1.1672e+00	-1.2826e+00	1.8746e+00	1.0429e+00	-1.6656e+00
9.2	2.2700e+00	5.7536e+00	4.7841e-01	3.1631e+00	-6.7311e-01	-1.9903e+00	-2.9476e+00	2.0387e+00	1.1335e+00	-1.8930e+00
9.3	1.9541e+00	4.6670e+00	5.8994e-01	2.8426e+00	-7.1582e-01	-2.7961e+00	-4.9683e+00	2.1594e+00	1.2675e+00	-1.9991e+00
9.4	1.6102e+00	3.7986e+00	6.0432e-01	2.2885e+00	-5.9747e-01	-2.6298e+00	-4.7425e+00	2.1997e+00	1.5444e+00	-1.7862e+00
9.5	1.3737e+00	3.1897e+00	5.9633e-01	1.8868e+00	-5.0041e-01	-1.6459e+00	-2.6959e+00	2.1763e+00	1.9177e+00	-1.2490e+00
9.6	1.3315e+00	3.2246e+00	5.3383e-01	1.7626e+00	-3.8419e-01	-1.1244e+00	-1.5082e+00	2.3693e+00	2.4037e+00	-5.4051e-01
9.7	1.4290e+00	3.6062e+00	4.7300e-01	1.9861e+00	-4.6667e-01	-1.4510e+00	-2.2299e+00	3.0855e+00	3.0786e+00	2.3001e-01
9.8	1.0431e+00	2.5600e+00	4.6500e-01	1.4018e+00	-2.6203e-01	-8.9664e-01	-1.0910e+00	5.1573e+00	4.0921e+00	1.7341e+00
9.9	5.6911e-01	1.0622e+00	5.0064e-01	4.8479e-01	8.6006e-03	-3.2601e-01	-1.1490e-01	7.3342e+00	4.9259e+00	2.8011e+00
10.0	3.6375e-01	6.8904e-01	2.5736e-01	1.2856e-01	5.3522e-02	-2.0057e-01	-1.3504e-01	1.0394e+01	5.8655e+00	3.7353e+00
10.1	6.7230e-01	1.2845e+00	5.2971e-01	8.6779e-01	9.8615e-03	-1.4757e+00	-3.5327e+00	5.5539e+00	4.6512e+00	3.5325e+00
10.2	9.1046e-01	6.2534e-01	8.9651e-01	1.4302e+00	-5.2947e-01	-5.6075e-01	-1.1084e+00	2.3532e+00	2.3335e+00	8.9887e-01
10.3	6.4044e-01	-2.2855e-01	8.9118e-01	3.1540e-01	-3.1197e-01	-1.4890e-01	-3.6599e-01	1.5135e+00	1.0709e+00	-5.7209e-01
10.4	6.6485e-01	3.7390e-01	5.1410e-01	1.2927e-01	-6.4970e-02	-5.2905e-02	-5.6498e-02	1.1945e+00	8.2376e-01	5.4894e-01
10.5	5.1465e-01	8.5976e-01	2.9422e-01	9.2901e-03	1.0953e-01	3.7713e-02	3.3221e-01	1.0633e+00	7.8243e-01	1.4810e+00
10.6	3.5759e-01	8.9161e-01	5.2113e-01	8.7549e-02	1.5196e-01	2.0989e-01	1.0174e+00	6.3147e-01	6.9395e-01	2.3877e+00
10.7	1.8508e-01	2.1854e-01	7.7219e-01	2.1624e-01	1.1704e-01	3.6543e-01	1.9673e+00	4.8891e-01	5.4586e-01	2.8527e+00
10.8	8.5343e-01	8.1715e-01	6.2994e-01	6.4131e-01	5.5152e-02	2.7618e-01	2.1720e+00	6.0747e-01	3.4257e-01	3.0650e+00
10.9	8.0002e-01	7.4630e-01	5.4040e-01	5.3466e-01	8.9747e-02	3.6997e-01	2.1284e+00	1.2891e+00	2.1245e-01	2.9139e+00
11.0	9.6769e-01	2.0988e+00	5.7700e-01	7.3274e-01	-4.0824e-01	-4.2713e-01	-3.5834e-01	8.1543e+00	1.0830e+01	2.2892e+01
