log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
8.1	7.3209e-02	2.0563e-01	3.6925e-02	2.3050e-02	2.5888e-02	2.5965e-02	1.2281e-01	1.4112e-01	3.4978e-02	6.0328e-01
8.2	7.1495e-02	2.2069e-01	2.7606e-02	2.1910e-02	1.8737e-02	1.8360e-02	9.5639e-02	1.6271e-01	3.5136e-02	5.4961e-01
8.3	7.8420e-02	2.6243e-01	1.9036e-02	2.2220e-02	1.2072e-02	1.1505e-02	7.3957e-02	1.8041e-01	3.6611e-02	5.1681e-01
8.4	8.7069e-02	3.0968e-01	1.0415e-02	2.2737e-02	4.7566e-03	3.1079e-03	4.7832e-02	2.0388e-01	3.7070e-02	4.7330e-01
8.5	1.0771e-01	4.1114e-01	-1.8690e-03	2.4332e-02	-7.2900e-03	-1.1376e-02	3.2305e-03	2.3586e-01	4.1029e-02	4.1351e-01
8.6	1.3769e-01	5.4406e-01	-1.5286e-02	2.5054e-02	-1.7448e-02	-2.3619e-02	-3.4567e-02	2.5298e-01	4.5537e-02	3.7678e-01
8.7	1.9093e-01	7.8562e-01	-3.8281e-02	2.5354e-02	-3.2878e-02	-4.1179e-02	-9.0288e-02	2.5614e-01	5.8690e-02	3.5244e-01
8.8	2.3497e-01	9.9700e-01	-6.1083e-02	2.6054e-02	-4.6346e-02	-5.5950e-02	-1.3492e-01	2.7085e-01	7.0273e-02	3.1353e-01
8.9	3.1483e-01	1.3340e+00	-9.2058e-02	2.7559e-02	-7.0261e-02	-8.4479e-02	-2.2759e-01	2.7049e-01	8.7817e-02	2.7182e-01
9.0	3.5138e-01	1.4945e+00	-1.0932e-01	2.7040e-02	-7.6594e-02	-9.1047e-02	-2.4685e-01	2.7994e-01	9.2516e-02	2.6553e-01
9.1	4.3121e-01	1.7787e+00	-1.3063e-01	2.5380e-02	-8.1643e-02	-9.8341e-02	-2.7172e-01	2.5678e-01	9.5263e-02	2.5824e-01
9.2	5.7613e-01	2.3461e+00	-1.7709e-01	2.6829e-02	-1.1059e-01	-1.3346e-01	-3.8588e-01	2.5427e-01	1.1535e-01	2.1075e-01
9.3	8.4135e-01	3.3607e+00	-2.5701e-01	3.3191e-02	-1.7784e-01	-2.1492e-01	-6.5188e-01	2.5709e-01	1.5282e-01	1.1163e-01
9.4	1.1852e+00	4.6066e+00	-3.5965e-01	3.8809e-02	-2.6053e-01	-3.1531e-01	-9.8433e-01	2.5550e-01	1.8845e-01	3.9369e-02
9.5	1.7471e+00	6.4367e+00	-5.0374e-01	5.0617e-02	-3.9920e-01	-5.0288e-01	-1.6310e+00	2.3329e-01	2.2268e-01	-5.7212e-02
9.6	1.6756e+00	6.1264e+00	-4.5160e-01	7.7035e-02	-4.5774e-01	-5.8038e-01	-1.8788e+00	1.8969e-01	2.2635e-01	-1.7613e-01
9.7	1.2145e+00	4.4257e+00	-2.4381e-01	1.2053e-01	-4.8659e-01	-6.2319e-01	-1.9933e+00	9.0570e-02	2.1382e-01	-3.5180e-01
9.8	3.1245e-01	1.2918e+00	-6.0034e-02	5.9550e-02	-1.4618e-01	-1.6514e-01	-4.5468e-01	-1.5218e-01	1.7456e-01	-3.9014e-01
9.9	1.3403e-01	5.5599e-01	-1.2347e-02	4.1086e-02	-6.0114e-02	-7.0230e-02	-1.6535e-01	-2.9628e-02	1.3882e-01	-3.1256e-01
10.0	7.3496e-02	2.7635e-01	5.9850e-03	3.0322e-02	-2.2550e-02	-3.2252e-02	-5.8368e-02	2.4689e-02	9.6163e-02	-2.4851e-01
10.1	7.9836e-02	3.0192e-01	5.5376e-03	2.5480e-02	-1.1847e-02	-1.7676e-02	-1.3117e-02	3.0080e-01	8.1472e-02	1.8878e-01
10.2	4.4553e-02	1.4578e-01	2.5505e-02	2.1596e-02	1.2970e-02	1.3135e-02	7.7791e-02	5.3644e-01	6.9734e-02	4.6487e-01
10.3	4.8831e-02	1.3407e-01	3.8878e-02	2.0600e-02	2.4864e-02	2.6846e-02	1.1890e-01	4.8334e-01	7.6054e-02	7.3519e-01
10.4	6.9043e-02	1.6251e-01	6.1794e-02	2.3311e-02	3.5599e-02	3.7009e-02	1.5546e-01	3.2991e-01	6.8771e-02	8.5081e-01
10.5	8.0129e-02	1.8135e-01	7.9094e-02	2.4952e-02	4.2579e-02	4.6111e-02	1.8961e-01	6.2949e-01	9.1180e-02	1.1692e+00
10.6	8.0540e-02	1.8424e-01	1.0896e-01	2.5090e-02	2.8746e-02	4.1686e-02	1.7649e-01	2.4259e-01	9.7819e-02	1.3193e+00
10.7	4.8470e-01	5.6121e-01	9.7165e-02	2.9839e-01	2.9775e-02	7.5363e-02	8.4343e-01	3.3871e-01	8.4969e-02	1.8882e+00
10.8	5.1496e-01	5.0747e-01	8.1972e-02	2.8786e-01	3.5168e-02	6.1397e-02	1.0379e+00	4.9454e-01	1.4205e-01	2.7049e+00
10.9	7.8707e-02	1.7783e-01	7.3505e-02	2.3185e-02	2.4914e-02	3.0924e-02	2.4132e-01	3.8109e-01	5.0861e-01	4.3298e+00
11.0	2.4081e-01	6.3017e-01	2.2810e-02	2.1696e-02	9.7420e-03	1.6942e-02	9.1470e-02	5.6190e-01	1.0917e+00	5.1377e+00
