   0.6000000E+01  -0.2773024E+00  -0.1540282E+02  -0.1431169E+02  -0.1403791E+02  -0.1389315E+02  -0.1376061E+02  -0.1341660E+02  -0.1333653E+02  -0.1309469E+02  -0.1562978E+02  -0.1422054E+02  -0.1395557E+02  -0.1380510E+02  -0.1365046E+02  -0.1634014E+02  -0.1593964E+02  -0.1436300E+02  -0.1429716E+02  -0.1406766E+02  -0.1399993E+02  -0.1376409E+02   0.5289001E+02   0.4102001E+02   0.3904425E+02   0.3854305E+02
   0.6100000E+01  -0.2784062E+00  -0.1552310E+02  -0.1442915E+02  -0.1415535E+02  -0.1401027E+02  -0.1387694E+02  -0.1352540E+02  -0.1343874E+02  -0.1321017E+02  -0.1575062E+02  -0.1433809E+02  -0.1407301E+02  -0.1392164E+02  -0.1376627E+02  -0.1646141E+02  -0.1606124E+02  -0.1448067E+02  -0.1441481E+02  -0.1418527E+02  -0.1411738E+02  -0.1388044E+02   0.5296638E+02   0.4109638E+02   0.3908921E+02   0.3859066E+02
   0.6200000E+01  -0.2757973E+00  -0.1564478E+02  -0.1455186E+02  -0.1428110E+02  -0.1413775E+02  -0.1400530E+02  -0.1365130E+02  -0.1356243E+02  -0.1334992E+02  -0.1587216E+02  -0.1446159E+02  -0.1420009E+02  -0.1404956E+02  -0.1389527E+02  -0.1657995E+02  -0.1618211E+02  -0.1460323E+02  -0.1453793E+02  -0.1431062E+02  -0.1424376E+02  -0.1400865E+02   0.5298516E+02   0.4111516E+02   0.3912922E+02   0.3863590E+02
   0.6300000E+01   0.1591377E+00  -0.1604315E+02  -0.1508403E+02  -0.1498316E+02  -0.1505842E+02  -0.1514230E+02  -0.1537836E+02  -0.1572671E+02  -0.1575089E+02  -0.1625382E+02  -0.1503184E+02  -0.1502374E+02  -0.1510063E+02  -0.1517281E+02  -0.1690791E+02  -0.1653787E+02  -0.1512617E+02  -0.1508686E+02  -0.1499369E+02  -0.1501431E+02  -0.1512528E+02   0.5295241E+02   0.4108241E+02   0.3921585E+02   0.3875113E+02
   0.6400000E+01   0.4794743E+00  -0.1607104E+02  -0.1518372E+02  -0.1524360E+02  -0.1550314E+02  -0.1572307E+02  -0.1620334E+02  -0.1667060E+02  -0.1667978E+02  -0.1627740E+02  -0.1516792E+02  -0.1539236E+02  -0.1563163E+02  -0.1582008E+02  -0.1691365E+02  -0.1655367E+02  -0.1522120E+02  -0.1520556E+02  -0.1523952E+02  -0.1533975E+02  -0.1569415E+02   0.5289462E+02   0.4102462E+02   0.3920854E+02   0.3874842E+02
   0.6500000E+01   0.2044079E+00  -0.1587724E+02  -0.1497592E+02  -0.1490482E+02  -0.1500621E+02  -0.1510923E+02  -0.1538267E+02  -0.1574690E+02  -0.1573403E+02  -0.1607803E+02  -0.1493184E+02  -0.1496186E+02  -0.1506042E+02  -0.1515146E+02  -0.1670034E+02  -0.1634760E+02  -0.1501555E+02  -0.1498166E+02  -0.1491313E+02  -0.1494484E+02  -0.1509089E+02   0.5274905E+02   0.4087905E+02   0.3911587E+02   0.3865851E+02
   0.6600000E+01   0.4309263E-01  -0.1593845E+02  -0.1526617E+02  -0.1518126E+02  -0.1520021E+02  -0.1522435E+02  -0.1528006E+02  -0.1544044E+02  -0.1528422E+02  -0.1608340E+02  -0.1522563E+02  -0.1519433E+02  -0.1520503E+02  -0.1524268E+02  -0.1656893E+02  -0.1627066E+02  -0.1529572E+02  -0.1526758E+02  -0.1518947E+02  -0.1519359E+02  -0.1521638E+02   0.5255855E+02   0.4068855E+02   0.3900907E+02   0.3857704E+02
   0.6700000E+01   0.1557808E+00  -0.1571066E+02  -0.1512585E+02  -0.1509846E+02  -0.1517709E+02  -0.1525424E+02  -0.1543027E+02  -0.1566571E+02  -0.1539816E+02  -0.1583759E+02  -0.1510016E+02  -0.1514560E+02  -0.1521379E+02  -0.1530626E+02  -0.1628447E+02  -0.1599650E+02  -0.1515137E+02  -0.1513361E+02  -0.1510114E+02  -0.1513040E+02  -0.1524175E+02   0.5235275E+02   0.4048275E+02   0.3889197E+02   0.3846118E+02
   0.6800000E+01   0.4711504E+00  -0.1534297E+02  -0.1475554E+02  -0.1485007E+02  -0.1510410E+02  -0.1532122E+02  -0.1579530E+02  -0.1625070E+02  -0.1552844E+02  -0.1548181E+02  -0.1475524E+02  -0.1499554E+02  -0.1522931E+02  -0.1543172E+02  -0.1594812E+02  -0.1565703E+02  -0.1478046E+02  -0.1477848E+02  -0.1484259E+02  -0.1494323E+02  -0.1529468E+02   0.5210498E+02   0.4023498E+02   0.3875457E+02   0.3832936E+02
   0.6900000E+01   0.4061678E+00  -0.1503690E+02  -0.1437010E+02  -0.1440781E+02  -0.1462072E+02  -0.1481397E+02  -0.1526663E+02  -0.1573319E+02  -0.1481329E+02  -0.1518933E+02  -0.1435405E+02  -0.1452707E+02  -0.1473021E+02  -0.1491258E+02  -0.1568238E+02  -0.1538369E+02  -0.1439916E+02  -0.1438591E+02  -0.1440536E+02  -0.1448558E+02  -0.1478901E+02   0.5186125E+02   0.3999125E+02   0.3864131E+02   0.3822490E+02
   0.7000000E+01   0.3302981E+00  -0.1478942E+02  -0.1412732E+02  -0.1413685E+02  -0.1430698E+02  -0.1446715E+02  -0.1485500E+02  -0.1528596E+02  -0.1435483E+02  -0.1493786E+02  -0.1410566E+02  -0.1423191E+02  -0.1439593E+02  -0.1454927E+02  -0.1541066E+02  -0.1512313E+02  -0.1415615E+02  -0.1413949E+02  -0.1413648E+02  -0.1419938E+02  -0.1444514E+02   0.5159943E+02   0.3972943E+02   0.3851469E+02   0.3810894E+02
   0.7100000E+01   0.1792110E+00  -0.1457740E+02  -0.1390560E+02  -0.1385454E+02  -0.1394130E+02  -0.1403375E+02  -0.1428334E+02  -0.1463502E+02  -0.1368818E+02  -0.1472387E+02  -0.1387117E+02  -0.1390222E+02  -0.1398834E+02  -0.1408096E+02  -0.1517729E+02  -0.1490536E+02  -0.1393504E+02  -0.1391022E+02  -0.1385957E+02  -0.1388827E+02  -0.1401798E+02   0.5132379E+02   0.3945379E+02   0.3839268E+02   0.3800166E+02
   0.7200000E+01   0.7341468E-01  -0.1429238E+02  -0.1361460E+02  -0.1352761E+02  -0.1355886E+02  -0.1360103E+02  -0.1372956E+02  -0.1399918E+02  -0.1299916E+02  -0.1443861E+02  -0.1357287E+02  -0.1354447E+02  -0.1357543E+02  -0.1361984E+02  -0.1488469E+02  -0.1461942E+02  -0.1364413E+02  -0.1361467E+02  -0.1353578E+02  -0.1354281E+02  -0.1359006E+02   0.5085752E+02   0.3898752E+02   0.3826206E+02   0.3787789E+02
   0.7300000E+01   0.3062724E-01  -0.1396409E+02  -0.1328404E+02  -0.1318643E+02  -0.1319672E+02  -0.1321706E+02  -0.1328553E+02  -0.1350493E+02  -0.1241968E+02  -0.1411466E+02  -0.1324091E+02  -0.1319172E+02  -0.1320170E+02  -0.1321783E+02  -0.1456753E+02  -0.1430638E+02  -0.1331273E+02  -0.1328232E+02  -0.1319568E+02  -0.1319461E+02  -0.1320826E+02   0.5059937E+02   0.3872937E+02   0.3813296E+02   0.3774809E+02
   0.7400000E+01   0.1273312E+00  -0.1367250E+02  -0.1305483E+02  -0.1300279E+02  -0.1306302E+02  -0.1313012E+02  -0.1332579E+02  -0.1363899E+02  -0.1236674E+02  -0.1382024E+02  -0.1302383E+02  -0.1303538E+02  -0.1309701E+02  -0.1315826E+02  -0.1427920E+02  -0.1402095E+02  -0.1307872E+02  -0.1305687E+02  -0.1300765E+02  -0.1302664E+02  -0.1311726E+02   0.5024261E+02   0.3837261E+02   0.3802738E+02   0.3763379E+02
   0.7500000E+01   0.1632933E+00  -0.1357399E+02  -0.1304248E+02  -0.1301786E+02  -0.1309822E+02  -0.1318116E+02  -0.1340528E+02  -0.1372532E+02  -0.1242317E+02  -0.1370126E+02  -0.1301938E+02  -0.1306260E+02  -0.1314172E+02  -0.1322178E+02  -0.1410466E+02  -0.1387217E+02  -0.1306282E+02  -0.1304704E+02  -0.1301996E+02  -0.1304838E+02  -0.1316739E+02   0.5012470E+02   0.3825470E+02   0.3792813E+02   0.3754818E+02
   0.7600000E+01   0.1731930E+00  -0.1341708E+02  -0.1293440E+02  -0.1292345E+02  -0.1301011E+02  -0.1309665E+02  -0.1332021E+02  -0.1362765E+02  -0.1229165E+02  -0.1353249E+02  -0.1291568E+02  -0.1297241E+02  -0.1305606E+02  -0.1314010E+02  -0.1390017E+02  -0.1368485E+02  -0.1295273E+02  -0.1294022E+02  -0.1292420E+02  -0.1295607E+02  -0.1308286E+02   0.4995104E+02   0.3808104E+02   0.3782492E+02   0.3745546E+02
   0.7700000E+01   0.1898008E+00  -0.1321657E+02  -0.1277633E+02  -0.1278208E+02  -0.1287873E+02  -0.1297188E+02  -0.1320111E+02  -0.1349938E+02  -0.1213761E+02  -0.1332328E+02  -0.1276281E+02  -0.1283728E+02  -0.1292919E+02  -0.1301853E+02  -0.1366406E+02  -0.1346254E+02  -0.1279269E+02  -0.1278384E+02  -0.1278125E+02  -0.1281802E+02  -0.1295770E+02   0.4984039E+02   0.3797039E+02   0.3771570E+02   0.3735273E+02
   0.7800000E+01   0.2331814E+00  -0.1308100E+02  -0.1270025E+02  -0.1273005E+02  -0.1284960E+02  -0.1296323E+02  -0.1324088E+02  -0.1357436E+02  -0.1222436E+02  -0.1317369E+02  -0.1269345E+02  -0.1279804E+02  -0.1291209E+02  -0.1302369E+02  -0.1347666E+02  -0.1329194E+02  -0.1271432E+02  -0.1271025E+02  -0.1272704E+02  -0.1277346E+02  -0.1294733E+02   0.4969789E+02   0.3782789E+02   0.3762299E+02   0.3726782E+02
