log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
9.0	1.6786e+00	2.7788e+00	9.7601e-01	2.4962e+00	-7.6214e-01	4.2930e-01	2.1873e+00	4.1534e+00	3.8767e+00	2.9146e+00
9.1	1.6249e+00	2.7481e+00	1.0116e+00	2.5477e+00	-4.4888e-01	2.9242e-01	2.2690e+00	4.0279e+00	3.7623e+00	2.8433e+00
9.2	1.1203e+00	3.2849e+00	9.5985e-01	8.1751e-01	5.6441e-02	-2.3551e-02	1.7469e+00	3.8290e+00	3.6064e+00	4.6160e+00
9.3	1.5053e+00	1.9964e+00	4.1383e-01	3.0221e+00	-2.5378e-01	-7.6737e-01	1.4376e+00	4.0110e+00	3.4101e+00	1.6911e+00
9.4	7.2214e-01	1.6819e+00	5.6331e-01	7.0389e-01	6.9938e-01	-8.9351e-01	1.9191e+00	4.0993e+00	3.8384e+00	3.2934e+00
9.5	7.0614e-01	1.7652e+00	8.1081e-01	3.3845e-01	4.0745e-01	6.7494e-01	2.0308e+00	3.5740e+00	3.7623e+00	4.7455e+00
9.6	1.1455e-01	1.4215e+00	5.5107e-01	2.3275e-01	3.1791e-01	8.2935e-01	1.4407e+00	2.2460e+00	2.6702e+00	5.4168e+00
9.7	3.0394e-01	4.8035e-01	2.0842e-01	1.5636e-01	-9.3366e-02	7.3246e-02	4.1781e-01	1.1540e+00	1.4531e+00	4.8925e+00
9.8	5.8139e-01	1.3045e+00	6.2009e-01	2.8016e-01	1.4181e-01	7.4751e-01	1.4332e+00	1.6878e+00	1.5411e+00	3.0470e+00
9.9	2.4592e+00	9.8375e-01	1.5684e-01	5.5150e+00	-1.6199e+00	5.0423e-01	1.3214e+00	3.7043e+00	3.2417e+00	-2.0982e+00
10.0	1.6807e+00	3.8585e+00	1.6304e+00	1.2700e+00	7.2040e-01	2.4336e+00	8.3879e+00	3.3265e+00	1.6089e+00	3.5222e+00
10.1	2.4289e+00	3.9093e+00	1.4528e+00	1.7783e+00	-8.0784e-03	1.9619e+00	1.0561e+01	4.2887e+00	1.4400e+00	3.1035e+00
10.2	2.0861e+00	3.8274e+00	1.6080e+00	1.6166e+00	1.3097e-01	2.2427e+00	1.0772e+01	4.8385e+00	1.6444e+00	3.2570e+00
10.3	2.4864e+00	4.0547e+00	1.5553e+00	2.1436e+00	3.0065e-01	1.9677e+00	1.0184e+01	3.6388e+00	1.5986e+00	3.1297e+00
10.4	1.8671e+00	3.5622e+00	1.7842e+00	1.9201e+00	6.4850e-01	2.6339e+00	1.1025e+01	4.8174e+00	1.6562e+00	3.8465e+00
10.5	2.2120e+00	4.0598e+00	1.9538e+00	2.5464e+00	9.4631e-01	2.4313e+00	1.0335e+01	3.2233e+00	1.6393e+00	4.2468e+00
10.6	1.8522e+00	4.3364e+00	2.3284e+00	2.8124e+00	1.4409e+00	2.8458e+00	1.0785e+01	3.5585e+00	2.1402e+00	5.4052e+00
10.7	2.5957e+00	4.1637e+00	1.7554e+00	2.6918e+00	7.6119e-01	2.3134e+00	1.0633e+01	3.4171e+00	1.2616e+00	4.4399e+00
10.8	2.2461e+00	4.0331e+00	1.9284e+00	2.7205e+00	1.0864e+00	2.6533e+00	1.0850e+01	3.8088e+00	1.4877e+00	4.8641e+00
10.9	1.1696e+00	3.8349e+00	2.5229e+00	2.6575e+00	1.8757e+00	3.3473e+00	1.1042e+01	4.0809e+00	2.6212e+00	5.4734e+00
11.0	1.1635e+00	3.9260e+00	2.5025e+00	2.5932e+00	1.8418e+00	3.2570e+00	1.0514e+01	3.9960e+00	2.6990e+00	5.2945e+00
