   0.6000000E+01   0.5255529E+02   0.4068529E+02   0.3899034E+02   0.3853976E+02
   0.6100000E+01   0.5253779E+02   0.4066779E+02   0.3903899E+02   0.3861125E+02
   0.6200000E+01   0.5251521E+02   0.4064521E+02   0.3906281E+02   0.3865397E+02
   0.6300000E+01   0.5246096E+02   0.4059096E+02   0.3909250E+02   0.3871983E+02
   0.6400000E+01   0.5234189E+02   0.4047189E+02   0.3912204E+02   0.3879701E+02
   0.6500000E+01   0.5228216E+02   0.4041216E+02   0.3908939E+02   0.3877383E+02
   0.6600000E+01   0.5209955E+02   0.4022955E+02   0.3897120E+02   0.3864509E+02
   0.6700000E+01   0.5183382E+02   0.3996382E+02   0.3881748E+02   0.3851489E+02
   0.6800000E+01   0.5151628E+02   0.3964628E+02   0.3866637E+02   0.3838236E+02
   0.6900000E+01   0.5130153E+02   0.3943153E+02   0.3850888E+02   0.3823610E+02
   0.7000000E+01   0.5101966E+02   0.3914966E+02   0.3835753E+02   0.3809022E+02
   0.7100000E+01   0.5077827E+02   0.3890827E+02   0.3820582E+02   0.3794613E+02
   0.7200000E+01   0.5051367E+02   0.3864367E+02   0.3806795E+02   0.3781519E+02
   0.7300000E+01   0.5031415E+02   0.3844415E+02   0.3794042E+02   0.3768911E+02
   0.7400000E+01   0.5008661E+02   0.3821661E+02   0.3784526E+02   0.3759616E+02
   0.7500000E+01   0.4998460E+02   0.3811460E+02   0.3773907E+02   0.3749098E+02
   0.7600000E+01   0.4983010E+02   0.3796010E+02   0.3763708E+02   0.3739199E+02
   0.7700000E+01   0.4969387E+02   0.3782387E+02   0.3752789E+02   0.3728822E+02
   0.7800000E+01   0.4965572E+02   0.3778572E+02   0.3741459E+02   0.3718254E+02
   0.7900000E+01   0.4944306E+02   0.3757306E+02   0.3728979E+02   0.3707008E+02
   0.8000000E+01   0.4926289E+02   0.3739289E+02   0.3716964E+02   0.3696586E+02
   0.8100000E+01   0.4907978E+02   0.3720978E+02   0.3701703E+02   0.3683387E+02
   0.8200000E+01   0.4897781E+02   0.3710781E+02   0.3685198E+02   0.3669185E+02
   0.8300000E+01   0.4865503E+02   0.3678503E+02   0.3665482E+02   0.3652830E+02
   0.8400000E+01   0.4862446E+02   0.3675446E+02   0.3644935E+02   0.3636322E+02
   0.8500000E+01   0.4825913E+02   0.3638913E+02   0.3617786E+02   0.3617679E+02
   0.8600000E+01   0.4776920E+02   0.3589920E+02   0.3589394E+02   0.3600806E+02
   0.8700000E+01   0.4768467E+02   0.3581467E+02   0.3555086E+02   0.3584291E+02
   0.8800000E+01   0.4743042E+02   0.3556042E+02   0.3522087E+02   0.3563872E+02
   0.8900000E+01   0.4728698E+02   0.3541698E+02   0.3484227E+02   0.3540529E+02
   0.9000000E+01   0.4715210E+02   0.3528210E+02   0.3456785E+02   0.3517720E+02
   0.9100000E+01   0.4689736E+02   0.3502736E+02   0.3425178E+02   0.3491165E+02
   0.9200000E+01   0.4666206E+02   0.3479206E+02   0.3402019E+02   0.3467856E+02
   0.9300000E+01   0.4683839E+02   0.3496839E+02   0.3385627E+02   0.3447353E+02
   0.9400000E+01   0.4673523E+02   0.3486523E+02   0.3347480E+02   0.3424670E+02
   0.9500000E+01   0.4664840E+02   0.3477840E+02   0.3308794E+02   0.3397522E+02
   0.9600000E+01   0.4652895E+02   0.3465895E+02   0.3283244E+02   0.3370717E+02
   0.9700000E+01   0.4648968E+02   0.3461968E+02   0.3269470E+02   0.3341142E+02
   0.9800000E+01   0.4631868E+02   0.3444868E+02   0.3254545E+02   0.3318429E+02
   0.9900000E+01   0.4613532E+02   0.3426532E+02   0.3244386E+02   0.3299239E+02
   0.1000000E+02   0.4616112E+02   0.3429112E+02   0.3227297E+02   0.3277253E+02
   0.1010000E+02   0.4597460E+02   0.3410460E+02   0.3230316E+02   0.3254479E+02
   0.1020000E+02   0.4591264E+02   0.3404264E+02   0.3193617E+02   0.3225386E+02
   0.1030000E+02   0.4550774E+02   0.3363774E+02   0.3214555E+02   0.3215093E+02
   0.1040000E+02   0.4314242E+02   0.3127242E+02   0.3328338E+02   0.3326222E+02
   0.1050000E+02   0.4694242E+02   0.3507242E+02   0.3416973E+02   0.3388244E+02
   0.1060000E+02   0.4740849E+02   0.3553849E+02   0.3364999E+02   0.3346664E+02
   0.1070000E+02   0.4740325E+02   0.3553325E+02   0.3359543E+02   0.3336740E+02
   0.1080000E+02   0.4727271E+02   0.3540271E+02   0.3359000E+02   0.3341302E+02
   0.1090000E+02   0.4697986E+02   0.3510986E+02   0.3322180E+02   0.3298536E+02
   0.1100000E+02   0.4686338E+02   0.3499338E+02   0.3315940E+02   0.3298582E+02
