log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
7.2	8.0669e-01	3.4335e+00	9.2872e-01	2.9571e-01	3.7189e-01	5.7826e-01	2.9851e+00	1.6648e+00	1.1900e+00	3.2245e+00
7.3	9.1083e-01	3.0283e+00	5.7679e-01	-3.7650e-01	2.0714e-01	2.8649e-01	1.3323e+00	1.6885e+00	1.0480e+00	1.9903e+00
7.4	1.0243e+00	2.9019e+00	5.8216e-01	-3.6971e-01	1.8690e-01	2.2527e-01	1.1257e+00	1.7348e+00	1.0429e+00	2.0124e+00
7.5	1.1314e+00	2.6294e+00	6.2225e-01	-2.8304e-01	1.4725e-01	1.6596e-01	9.6054e-01	1.7529e+00	1.0596e+00	1.7758e+00
7.6	1.2117e+00	2.2695e+00	6.7483e-01	-2.0149e-01	7.5908e-02	1.0242e-01	7.3176e-01	1.7529e+00	1.0804e+00	1.3683e+00
7.7	1.2552e+00	1.9130e+00	7.3605e-01	-9.8702e-02	5.9655e-04	5.7792e-02	5.7547e-01	1.7563e+00	1.0912e+00	9.7092e-01
7.8	1.2471e+00	1.5504e+00	7.8774e-01	-4.3775e-02	-8.7468e-02	3.7548e-03	3.3685e-01	1.7584e+00	1.1063e+00	4.5491e-01
7.9	1.2279e+00	1.2114e+00	8.3387e-01	-8.3396e-03	-1.8540e-01	-4.6936e-02	1.3914e-01	1.7934e+00	1.1171e+00	-4.5743e-02
8.0	1.1917e+00	8.6129e-01	8.7771e-01	7.7742e-02	-2.5555e-01	-7.0687e-02	6.0955e-02	1.8143e+00	1.1406e+00	-5.0247e-01
8.1	1.1441e+00	5.5544e-01	9.2635e-01	1.1821e-01	-3.6060e-01	-1.0582e-01	-3.9761e-02	1.8689e+00	1.1708e+00	-9.2970e-01
8.2	1.1008e+00	2.5154e-01	9.8598e-01	1.9719e-01	-4.6172e-01	-1.3790e-01	-1.0913e-01	1.9208e+00	1.2200e+00	-1.3428e+00
8.3	1.0687e+00	1.5628e-02	1.0418e+00	3.3150e-01	-5.6560e-01	-1.6551e-01	-1.2731e-01	1.9790e+00	1.2711e+00	-1.7018e+00
8.4	1.0612e+00	-8.0128e-02	1.0783e+00	5.5324e-01	-6.6627e-01	-2.0933e-01	-1.2988e-01	2.0306e+00	1.3254e+00	-1.9346e+00
8.5	1.0989e+00	-6.0303e-03	1.0859e+00	8.9533e-01	-7.4993e-01	-2.7341e-01	-1.2461e-01	2.0794e+00	1.3843e+00	-2.0574e+00
8.6	1.2338e+00	3.3938e-01	1.0573e+00	1.4854e+00	-8.1086e-01	-3.7415e-01	-7.9641e-02	2.1632e+00	1.4599e+00	-2.0891e+00
8.7	1.4880e+00	1.1443e+00	9.6841e-01	2.4257e+00	-8.3468e-01	-6.3347e-01	-1.5798e-01	2.3108e+00	1.5624e+00	-2.0786e+00
8.8	1.8696e+00	2.3948e+00	8.3401e-01	3.5698e+00	-8.0132e-01	-1.1876e+00	-5.7959e-01	2.5564e+00	1.6892e+00	-2.0090e+00
8.9	2.2728e+00	3.7002e+00	6.8590e-01	4.4502e+00	-6.4359e-01	-2.3666e+00	-2.1325e+00	2.8745e+00	1.8504e+00	-1.8246e+00
9.0	1.8820e+00	2.7177e+00	7.4934e-01	3.3682e+00	-3.7358e-01	-3.6659e+00	-4.6500e+00	3.0947e+00	2.0135e+00	-1.5085e+00
9.1	1.3023e+00	9.6273e-01	9.6371e-01	1.8043e+00	-3.8456e-01	-3.1687e+00	-4.6103e+00	3.1657e+00	2.3344e+00	-8.7440e-01
9.2	1.1650e+00	5.9490e-01	9.9052e-01	1.5312e+00	-6.7471e-01	-1.0254e+00	-1.1394e+00	2.9817e+00	2.8012e+00	9.7872e-02
9.3	1.4714e+00	1.4054e+00	9.2301e-01	2.5453e+00	-7.3452e-01	-8.7176e-01	-5.1267e-01	3.0540e+00	3.4891e+00	1.3290e+00
9.4	1.6698e+00	2.6045e+00	7.6882e-01	3.1895e+00	-5.0859e-01	-1.5147e+00	-1.1150e+00	4.1391e+00	4.6371e+00	3.1180e+00
9.5	1.6300e+00	2.8784e+00	6.3506e-01	3.1693e+00	-4.2457e-01	-1.8784e+00	-1.5682e+00	5.7090e+00	5.6250e+00	4.7081e+00
9.6	1.0983e+00	2.2148e+00	5.8747e-01	1.6263e+00	6.3876e-02	-1.7378e+00	-1.7380e+00	7.0921e+00	6.3828e+00	5.9920e+00
9.7	6.7173e-01	9.5744e-01	6.1602e-01	2.3069e-01	1.3885e-01	2.1843e-01	9.1789e-01	8.7123e+00	7.3386e+00	7.5085e+00
9.8	9.6452e-01	1.9722e+00	3.4477e-01	1.6963e+00	-1.1077e-01	-1.4524e+00	-1.1553e+00	1.0428e+01	8.1155e+00	8.7357e+00
9.9	7.2378e-01	1.0363e+00	5.9284e-01	3.8400e-01	5.3040e-02	-1.8989e-01	2.8495e-01	8.0225e+00	7.5786e+00	9.1683e+00
10.0	7.0585e-01	1.0211e+00	6.7030e-01	2.1457e-01	1.1993e-01	5.0351e-01	1.5078e+00	7.7688e+00	8.1250e+00	1.1211e+01
10.1	5.8367e-01	9.1380e-01	4.3425e-01	1.9627e-01	5.0271e-03	1.0956e-01	6.3992e-01	1.0270e+01	9.1307e+00	1.2151e+01
10.2	7.6928e-01	1.0519e+00	6.8034e-01	1.7397e-01	5.8252e-02	3.8913e-01	1.2899e+00	3.9754e+00	5.6633e+00	1.0402e+01
10.3	6.6672e-01	9.8902e-01	5.8964e-01	2.5485e-01	2.5322e-02	3.3453e-01	1.1138e+00	3.2587e+00	5.1862e+00	1.1748e+01
10.4	3.2277e-01	4.8029e-01	2.6491e-01	9.2850e-02	3.7780e-03	1.3520e-01	4.4739e-01	2.3724e+00	4.6578e+00	1.3158e+01
10.5	2.3333e-01	3.7125e-01	1.6660e-01	7.8594e-02	1.1276e-01	-5.2151e-01	-1.1186e+00	1.3912e+00	3.7051e+00	4.2092e+00
10.6	1.2780e+00	-9.6276e-02	1.1223e+00	1.8712e+00	-8.6305e-01	-4.7144e-01	-7.2549e-01	2.2054e+00	1.7919e+00	-1.8874e+00
10.7	1.0109e+00	-1.5659e-01	1.0420e+00	2.4552e-01	-5.5882e-01	-1.3776e-01	-2.7646e-01	1.8889e+00	1.2963e+00	-1.6498e+00
10.8	1.1145e+00	8.7263e-01	8.0325e-01	-3.3521e-02	-2.3705e-01	-6.0958e-02	-4.6674e-02	1.6837e+00	1.0951e+00	-3.5118e-01
10.9	8.2073e-01	1.6092e+00	7.6860e-01	2.5650e-01	3.0702e-01	5.6361e-01	2.5376e+00	1.2134e+00	9.8241e-01	3.2209e+00
11.0	3.7248e+00	3.8266e+00	3.0461e-01	2.7484e+00	-1.8921e-01	1.2187e+00	7.9770e+00	4.3990e+00	-6.7168e-01	3.8261e+00
