log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	1.9952e+00	1.2681e+00	5.4027e-01	6.6283e-01	5.0487e-01	6.9879e-01	2.3133e+00	2.9014e-01	1.6399e-01	2.0601e+00
6.1	2.1519e+00	1.4188e+00	5.5084e-01	8.0019e-01	5.7565e-01	6.3948e-01	3.4930e+00	4.2541e-01	1.0232e-01	1.8397e+00
6.2	1.9673e+00	1.5355e+00	5.9719e-01	8.4616e-01	6.5505e-01	6.0993e-01	4.2793e+00	6.7747e-01	1.7109e-01	1.7153e+00
6.3	1.4875e+00	1.7710e+00	7.5131e-01	7.7725e-01	7.0886e-01	6.8827e-01	4.7712e+00	1.1204e+00	4.6391e-01	1.7427e+00
6.4	1.2909e+00	1.9499e+00	8.4954e-01	6.9588e-01	6.9474e-01	7.5759e-01	4.4945e+00	1.3662e+00	6.2533e-01	1.8295e+00
6.5	1.0860e+00	1.7107e+00	7.3509e-01	7.0348e-01	8.0232e-01	8.9336e-01	5.2463e+00	1.4435e+00	5.1019e-01	1.7714e+00
6.6	8.2062e-01	1.3710e+00	7.1273e-01	7.1211e-01	9.1871e-01	9.5330e-01	6.1063e+00	1.6295e+00	5.8365e-01	1.6512e+00
6.7	4.9671e-01	1.2206e+00	7.3900e-01	8.3051e-01	1.0789e+00	1.0616e+00	7.1739e+00	1.6726e+00	6.6499e-01	1.8288e+00
6.8	3.3466e-01	1.6540e+00	9.3317e-01	8.9604e-01	1.0728e+00	1.0885e+00	7.2927e+00	1.7295e+00	8.5853e-01	2.2454e+00
6.9	2.7501e-01	2.6439e+00	1.1316e+00	9.4590e-01	9.0658e-01	1.0370e+00	7.1327e+00	1.8079e+00	1.0306e+00	3.3218e+00
7.0	4.4740e-01	3.7501e+00	1.2829e+00	1.0112e+00	7.2352e-01	9.7766e-01	6.3637e+00	1.8852e+00	1.2128e+00	4.1123e+00
7.1	6.7399e-01	3.7356e+00	1.3218e+00	9.7537e-01	5.4870e-01	8.8150e-01	5.1742e+00	1.8536e+00	1.3839e+00	3.9676e+00
