log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
8.0	1.3063e+00	7.6873e-01	1.0143e+00	5.4811e-02	-3.9044e-01	-7.6916e-02	5.5112e-02	2.1012e+00	1.4024e+00	-7.8585e-01
8.1	1.2573e+00	3.9297e-01	1.0554e+00	1.4170e-01	-5.2095e-01	-1.1052e-01	-1.8929e-02	2.1580e+00	1.4459e+00	-1.2645e+00
8.2	1.2198e+00	8.6309e-02	1.1030e+00	2.8450e-01	-6.3637e-01	-1.2654e-01	-2.9492e-02	2.2104e+00	1.4973e+00	-1.6783e+00
8.3	1.2036e+00	-1.0783e-01	1.1407e+00	5.0841e-01	-7.5076e-01	-1.4058e-01	-3.4570e-03	2.2594e+00	1.5531e+00	-1.9797e+00
8.4	1.2269e+00	-1.5952e-01	1.1546e+00	8.5841e-01	-8.5600e-01	-1.8134e-01	2.0805e-02	2.3021e+00	1.6086e+00	-2.1687e+00
8.5	1.3217e+00	-1.8557e-02	1.1349e+00	1.4381e+00	-9.4872e-01	-2.5791e-01	5.6479e-02	2.3581e+00	1.6781e+00	-2.2650e+00
8.6	1.5395e+00	5.1839e-01	1.0611e+00	2.3545e+00	-9.8485e-01	-4.4513e-01	6.0098e-02	2.4765e+00	1.7660e+00	-2.2308e+00
8.7	1.8845e+00	1.5774e+00	9.1316e-01	3.5691e+00	-9.3006e-01	-9.6724e-01	-2.9381e-01	2.7066e+00	1.8959e+00	-2.0767e+00
8.8	2.2446e+00	2.7450e+00	7.5144e-01	4.4676e+00	-7.0084e-01	-2.0241e+00	-1.3872e+00	3.0431e+00	2.0497e+00	-1.7779e+00
8.9	2.1062e+00	2.5036e+00	7.4433e-01	3.8506e+00	-2.0506e-01	-3.7329e+00	-4.0067e+00	3.3497e+00	2.3043e+00	-1.2367e+00
9.0	1.4236e+00	7.0891e-01	1.0114e+00	1.7289e+00	-1.9468e-01	-3.5568e+00	-4.4675e+00	3.4541e+00	2.6236e+00	-4.6644e-01
9.1	1.2819e+00	2.8173e-01	1.0705e+00	1.4346e+00	-7.1649e-01	-1.0872e+00	-1.1922e+00	3.2700e+00	3.0967e+00	5.9656e-01
9.2	1.4682e+00	9.4257e-01	9.7465e-01	2.3598e+00	-7.6190e-01	-7.1318e-01	-2.0129e-01	3.3984e+00	3.8894e+00	2.1225e+00
9.3	1.6043e+00	1.3168e+00	9.2539e-01	2.9294e+00	-8.2108e-01	-9.1012e-01	-2.2822e-01	3.9726e+00	4.5649e+00	3.3985e+00
9.4	1.8398e+00	2.8998e+00	7.2141e-01	3.9674e+00	-4.0628e-01	-1.9646e+00	-1.1715e+00	5.2466e+00	5.4162e+00	4.9949e+00
9.5	1.7677e+00	2.7788e+00	6.2628e-01	3.6919e+00	-4.1531e-01	-1.9115e+00	-1.1029e+00	6.0804e+00	6.0343e+00	6.3131e+00
9.6	9.2012e-01	1.4521e+00	6.3514e-01	8.2466e-01	2.7533e-01	-1.7011e+00	-1.4642e+00	7.4504e+00	6.9824e+00	8.0801e+00
9.7	4.5017e-01	5.9425e-01	2.6913e-01	1.5887e-01	7.8914e-03	-3.0701e-01	-1.8025e-01	8.9924e+00	8.0360e+00	9.8146e+00
9.8	7.4819e-01	1.1022e+00	6.4998e-01	1.9154e-01	1.1092e-01	3.5750e-01	1.2851e+00	7.5953e+00	7.7368e+00	1.0403e+01
9.9	9.1408e-01	1.3700e+00	6.4770e-01	5.1783e-01	6.3911e-02	-4.4985e-01	2.7253e-01	5.5836e+00	6.5700e+00	1.0409e+01
10.0	4.5607e-01	6.3488e-01	3.3086e-01	2.0840e-01	-3.4551e-02	6.2638e-02	5.5824e-01	8.6614e+00	8.9623e+00	1.4000e+01
10.1	8.4849e-01	1.2297e+00	7.3908e-01	2.2423e-01	1.0346e-01	5.0345e-01	1.6698e+00	3.2149e+00	4.9131e+00	1.1311e+01
10.2	5.3675e-01	8.3310e-01	4.2779e-01	1.7376e-01	6.7861e-02	2.6827e-01	9.7797e-01	4.9087e+00	6.8788e+00	1.3934e+01
10.3	9.1829e-01	1.2740e+00	7.9121e-01	1.8288e-01	-1.1923e-02	4.1252e-01	1.3983e+00	1.9977e+00	2.3469e+00	5.4575e+00
10.4	6.1793e-01	9.5902e-01	5.2704e-01	1.6489e-01	6.4673e-02	3.5694e-01	1.1494e+00	1.2737e+00	1.5365e+00	6.1983e+00
10.5	2.8830e-01	4.5957e-01	1.8549e-01	7.4680e-02	-3.1532e-02	7.4056e-03	2.1084e-01	7.7689e-01	1.4401e+00	9.0468e+00
10.6	1.9672e+00	8.5399e-01	9.0020e-01	4.0540e+00	-9.9750e-01	-7.7957e-01	-1.0150e+00	2.4106e+00	2.4186e+00	-1.1183e+00
10.7	1.1400e+00	-3.9295e-01	1.1579e+00	5.5776e-01	-8.0603e-01	-1.1107e-01	-1.4936e-01	2.1888e+00	1.6038e+00	-2.1319e+00
10.8	1.2738e+00	1.7387e+00	8.2242e-01	-2.2322e-01	-1.5391e-01	5.7769e-03	2.0835e-01	1.8890e+00	1.2557e+00	4.2063e-01
10.9	1.1166e+00	6.8805e-01	1.4033e+00	1.3250e+00	4.7071e-01	1.0900e+00	4.7323e+00	1.0874e+00	1.4019e+00	5.1240e+00
11.0	3.8446e+00	3.9142e+00	2.7492e-01	2.8518e+00	-1.8372e-01	1.2587e+00	8.2763e+00	4.5930e+00	-7.6488e-01	4.1172e+00
