    log(age)        CN_1        CN_2      Ca4227       G4300      Fe4383      Ca4455      Fe4531      Fe4668      H_beta      Fe5015        Mg_1        Mg_2        Mg_b      Fe5270      Fe5335      Fe5406      Fe5709      Fe5782        Na_D       TiO_1       TiO_2    Hdelta_A    Hgamma_A    Hdelta_F    Hgamma_F      Ca8498      Ca8542      Ca8662        MgUV       D4000
  6.0000e+00  1.6729e+00  1.7365e+00  7.1193e-03 -1.4369e-01 -1.6805e-03  4.5811e-02  2.9905e-02 -6.2642e-01  6.4255e-01  1.0560e-01  2.0052e+00  2.4804e+00  1.8451e-02  1.2131e-02  2.5168e-02  8.9526e-03 -1.7686e-02  2.4006e-03  2.5225e-02  1.5385e+00  1.3623e+00  8.2511e-01  8.5002e-01  5.8939e-01  6.3708e-01  5.5589e-02  1.4799e-01  2.5053e-01  3.6538e-01  8.8043e-01
  6.1000e+00  1.6758e+00  1.7381e+00  6.0817e-03 -1.1353e-01  3.9572e-03  3.8310e-02  2.2887e-02 -6.2965e-01  5.1226e-01  9.8809e-02  2.0052e+00  2.4801e+00  1.3735e-02  8.8564e-03  2.1104e-02  6.8121e-03 -1.9368e-02  7.2048e-04  2.3429e-02  1.5388e+00  1.3623e+00  6.6580e-01  6.8477e-01  4.7127e-01  5.1188e-01  4.3938e-02  1.1636e-01  1.9781e-01  3.5196e-01  8.8026e-01
  6.2000e+00  1.6762e+00  1.7385e+00  5.3857e-03 -1.0762e-01  9.1083e-03  3.9680e-02  2.0623e-02 -5.5739e-01  4.9669e-01  1.1173e-01  2.0049e+00  2.4796e+00  8.9344e-03  5.1508e-03  2.0893e-02  6.8622e-03 -1.7130e-02  5.7878e-04  2.6545e-02  1.5388e+00  1.3622e+00  6.3848e-01  6.5367e-01  4.5363e-01  4.9974e-01  5.0313e-02  1.2764e-01  2.0782e-01  3.4455e-01  8.8096e-01
  6.3000e+00  1.6735e+00  1.7379e+00  4.5477e-03 -1.3285e-01  2.0991e-02  5.6733e-02  4.3517e-03 -8.0667e-01  6.0399e-01  1.6705e-01  2.0046e+00  2.4790e+00  8.2699e-04  1.0754e-03  2.3384e-02  1.1350e-02 -1.2430e-02  3.4132e-03  3.5456e-02  1.5391e+00  1.3620e+00  7.8861e-01  7.8313e-01  5.7127e-01  6.3306e-01  8.4258e-02  2.0253e-01  3.0532e-01  3.8664e-01  8.8271e-01
  6.4000e+00  1.6657e+00  1.7370e+00  3.2967e-03 -1.5070e-01  1.5060e-01  1.1413e-01  2.7771e-02 -2.4555e+00  1.0123e+00  3.7216e-01  2.0047e+00  2.4813e+00  3.1624e-02  5.6071e-02  9.1889e-02  4.1761e-02  3.7408e-02 -1.6927e-02  9.8661e-02  1.5720e+00  1.3635e+00  1.2029e+00  1.1758e+00  9.4551e-01  1.0427e+00  4.5777e-01  1.0372e+00  1.0548e+00  5.7762e-01  8.9068e-01
  6.5000e+00  1.6634e+00  1.7383e+00 -1.8442e-03 -1.3298e-01  2.7224e-01  1.1528e-01  5.7899e-02 -3.6438e+00  1.2256e+00  3.5809e-01  2.0038e+00  2.4824e+00  4.3445e-02  7.3377e-02  1.2354e-01  1.9726e-02  5.1718e-02 -5.8127e-02  1.7333e-01  1.6163e+00  1.3637e+00  1.3299e+00  1.3443e+00  1.0980e+00  1.2247e+00  6.0267e-01  1.3127e+00  1.2954e+00  6.6801e-01  8.9880e-01
  6.6000e+00  1.6639e+00  1.7371e+00  5.6246e-03 -8.7707e-02  2.8855e-01  1.0933e-01  4.8312e-02 -4.5222e+00  1.0449e+00  3.7764e-01  2.0052e+00  2.4859e+00  1.0165e-01  1.1973e-01  1.7146e-01  2.0871e-02  9.5138e-02  1.8759e-02  1.5355e-01  1.5978e+00  1.3662e+00  1.3006e+00  1.2368e+00  1.0540e+00  1.1200e+00  7.0602e-01  1.5981e+00  1.4933e+00  8.7164e-01  8.9952e-01
  6.7000e+00  1.6637e+00  1.7374e+00  4.0482e-02 -3.4735e-02  3.5752e-01  1.3374e-01  2.4050e-01 -3.6129e+00  9.5280e-01  8.1848e-01  2.0134e+00  2.5039e+00  3.5649e-01  3.9115e-01  4.6181e-01  2.9519e-01  2.8589e-01  1.8198e-01  4.1738e-01  1.5720e+00  1.3811e+00  1.3459e+00  1.1791e+00  1.0827e+00  1.0937e+00  1.2528e+00  3.0091e+00  2.5166e+00  9.3041e-01  9.0385e-01
  6.8000e+00  1.6638e+00  1.7388e+00  1.0324e-01  1.0114e-01  5.3601e-01  2.0328e-01  5.9557e-01 -3.3088e+00  7.6612e-01  1.6913e+00  2.0295e+00  2.5384e+00  8.0750e-01  8.8829e-01  9.6000e-01  7.2605e-01  5.9543e-01  4.4488e-01  9.1679e-01  1.5562e+00  1.4046e+00  1.3906e+00  1.0186e+00  1.0976e+00  1.0254e+00  1.7535e+00  4.3200e+00  3.4312e+00  1.2129e+00  9.1511e-01
  6.9000e+00  1.6601e+00  1.7363e+00  1.7916e-01  3.6022e-02  6.4946e-01  2.9225e-01  9.7180e-01 -1.2517e+00  7.2362e-01  2.2692e+00  2.0535e+00  2.5823e+00  1.2911e+00  1.3244e+00  1.4434e+00  1.2115e+00  8.3362e-01  6.6685e-01  1.5682e+00  1.5682e+00  1.4407e+00  1.5809e+00  1.0703e+00  1.2204e+00  1.0524e+00  1.8726e+00  4.7275e+00  3.6821e+00  8.1604e-01  9.1300e-01
  7.0000e+00  1.6499e+00  1.7330e+00  2.2322e-01 -2.1644e-02  7.3892e-01  3.6955e-01  1.2226e+00 -6.8370e-03  1.2215e+00  2.5593e+00  2.0630e+00  2.5983e+00  1.4686e+00  1.4968e+00  1.6056e+00  1.3693e+00  9.1056e-01  7.3583e-01  1.7344e+00  1.5682e+00  1.4444e+00  2.1149e+00  1.5840e+00  1.6472e+00  1.4884e+00  1.8543e+00  4.7183e+00  3.6671e+00  5.9939e-01  9.2089e-01
  7.1000e+00  1.6291e+00  1.7258e+00  2.5113e-01 -1.6952e-01  8.0076e-01  4.6376e-01  1.3275e+00  7.6225e-01  2.0986e+00  2.7131e+00  2.0625e+00  2.5971e+00  1.4825e+00  1.5161e+00  1.6088e+00  1.3791e+00  9.0973e-01  7.3301e-01  1.6722e+00  1.5631e+00  1.4349e+00  3.2026e+00  2.6402e+00  2.5197e+00  2.3933e+00  1.7819e+00  4.5695e+00  3.5828e+00  5.2487e-01  9.3296e-01
  7.2000e+00  1.5999e+00  1.7145e+00  1.9547e-01 -4.5933e-01  6.8706e-01  4.8336e-01  1.0517e+00  8.0787e-01  3.3962e+00  2.2355e+00  2.0411e+00  2.5595e+00  1.0719e+00  1.1199e+00  1.2245e+00  1.0301e+00  6.9891e-01  5.5489e-01  1.1937e+00  1.5528e+00  1.4093e+00  4.6469e+00  4.2243e+00  3.7221e+00  3.7114e+00  1.5979e+00  4.0801e+00  3.3352e+00  6.6511e-01  9.4655e-01
  7.3000e+00  1.5896e+00  1.7108e+00  1.5518e-01 -5.4475e-01  6.1382e-01  4.2929e-01  9.0582e-01  6.0321e-01  3.9751e+00  1.8104e+00  2.0281e+00  2.5365e+00  8.0687e-01  8.4202e-01  9.6061e-01  7.8604e-01  5.4269e-01  4.2545e-01  8.5199e-01  1.5470e+00  1.3936e+00  5.1427e+00  4.8468e+00  4.1788e+00  4.2255e+00  1.4488e+00  3.6349e+00  3.0954e+00  8.1704e-01  9.5530e-01
  7.4000e+00  1.5793e+00  1.7048e+00  1.2111e-01 -6.7274e-01  5.4903e-01  4.0735e-01  7.9678e-01  4.3150e-01  4.4471e+00  1.4939e+00  2.0194e+00  2.5226e+00  6.5309e-01  6.5408e-01  7.8457e-01  6.0717e-01  4.3108e-01  3.3001e-01  6.6264e-01  1.5444e+00  1.3853e+00  5.6199e+00  5.4090e+00  4.5585e+00  4.6460e+00  1.3311e+00  3.2864e+00  2.9275e+00  8.9833e-01  9.6169e-01
