    log(age)        CN_1        CN_2      Ca4227       G4300      Fe4383      Ca4455      Fe4531      Fe4668      H_beta      Fe5015        Mg_1        Mg_2        Mg_b      Fe5270      Fe5335      Fe5406      Fe5709      Fe5782        Na_D       TiO_1       TiO_2    Hdelta_A    Hgamma_A    Hdelta_F    Hgamma_F      Ca8498      Ca8542      Ca8662        MgUV       D4000
  6.0000e+00  1.6733e+00  1.7362e+00  5.4948e-03 -1.4311e-01 -3.8186e-02  4.6587e-02  1.2736e-02 -6.4993e-01  5.9042e-01  8.6506e-02  2.0053e+00  2.4801e+00  1.3512e-02  6.9774e-03  1.2247e-02  3.5558e-03 -2.1280e-02  2.3152e-03  1.9956e-02  1.5378e+00  1.3623e+00  8.0788e-01  8.3021e-01  5.5890e-01  5.9584e-01  3.1994e-02  9.2881e-02  1.9312e-01  3.5544e-01  8.7859e-01
  6.1000e+00  1.6750e+00  1.7371e+00  5.2444e-03 -1.2572e-01 -3.1600e-02  4.1335e-02  1.1946e-02 -9.1150e-01  5.2248e-01  8.2706e-02  2.0054e+00  2.4801e+00  1.2305e-02  6.5316e-03  1.1683e-02  3.3266e-03 -2.2057e-02  2.2867e-03  1.8473e-02  1.5377e+00  1.3623e+00  7.1921e-01  7.3964e-01  4.9504e-01  5.2833e-01  2.8049e-02  8.1429e-02  1.6976e-01  3.5205e-01  8.7825e-01
  6.2000e+00  1.6763e+00  1.7379e+00  5.0281e-03 -1.1178e-01 -2.5367e-02  3.7542e-02  1.1197e-02 -9.0146e-01  4.6997e-01  7.9911e-02  2.0054e+00  2.4800e+00  1.1285e-02  6.0687e-03  1.1164e-02  3.1046e-03 -2.2872e-02  2.2505e-03  1.7315e-02  1.5377e+00  1.3622e+00  6.4974e-01  6.6805e-01  4.4612e-01  4.7642e-01  2.5483e-02  7.3526e-02  1.5251e-01  3.4690e-01  8.7841e-01
  6.3000e+00  1.6694e+00  1.7395e+00  5.8571e-03  1.7745e-01  2.0249e-01  8.4748e-02  3.4165e-01 -5.0746e-01  1.0039e+00  6.0621e-01  2.0064e+00  2.4872e+00  1.0958e-01  2.4689e-01  1.8383e-01  1.6046e-01  1.5161e-01  5.6517e-02  6.1084e-02  1.5373e+00  1.3653e+00  9.5031e-01  8.6954e-01  7.9767e-01  8.4317e-01  8.4261e-01  2.1226e+00  1.7538e+00  3.6947e-01  9.0302e-01
  6.4000e+00  1.6710e+00  1.7425e+00  6.7573e-03  5.9283e-01  4.3492e-01  1.4282e-01  7.0559e-01 -1.2012e+00  9.4504e-01  1.2202e+00  2.0104e+00  2.4971e+00  2.2145e-01  5.4577e-01  3.7267e-01  3.4872e-01  3.4350e-01  8.2373e-02  1.0201e-01  1.5422e+00  1.3690e+00  8.0891e-01  5.2675e-01  7.1937e-01  6.9815e-01  1.1613e+00  3.0232e+00  2.3738e+00  4.3658e-01  9.2297e-01
  6.5000e+00  1.6627e+00  1.7378e+00  7.3121e-03  1.7588e-01  2.2828e-01  1.0542e-01  3.3314e-01 -1.9506e+00  1.2310e+00  6.7799e-01  2.0063e+00  2.4875e+00  1.1732e-01  2.6746e-01  2.0065e-01  1.6795e-01  1.7308e-01  3.2913e-02  6.3667e-02  1.5458e+00  1.3655e+00  1.3096e+00  1.1724e+00  1.1122e+00  1.1420e+00  9.3636e-01  2.3305e+00  1.9394e+00  5.3748e-01  9.0988e-01
  6.6000e+00  1.6336e+00  1.7304e+00  1.1204e-02 -1.4489e-01  1.8823e-01  5.4063e-02  2.3891e-01 -1.2444e+00  2.8044e+00  3.1430e-01  2.0010e+00  2.4809e+00  8.6273e-02  5.0061e-02  1.1399e-01  4.3600e-02  5.0032e-02  1.9226e-02  4.5711e-02  1.5387e+00  1.3624e+00  2.7737e+00  2.8494e+00  2.4922e+00  2.6471e+00  1.0318e+00  2.0732e+00  2.0587e+00  7.1599e-01  9.2619e-01
  6.7000e+00  1.6272e+00  1.7288e+00  1.5875e-02 -8.5824e-02  3.0540e-01  4.7224e-02  3.7757e-01 -1.5023e+00  3.1162e+00  4.2953e-01  2.0001e+00  2.4843e+00  1.6136e-01  1.0955e-01  1.8194e-01  6.1479e-02  8.7025e-02  3.2928e-02  6.0799e-02  1.5382e+00  1.3632e+00  3.0629e+00  3.1355e+00  2.7732e+00  2.9356e+00  1.1876e+00  2.4438e+00  2.3225e+00  1.0570e+00  9.4260e-01
  6.8000e+00  1.6333e+00  1.7313e+00  4.2519e-02  2.0316e-01  4.6780e-01  1.1647e-01  6.4473e-01 -1.6609e+00  2.6147e+00  1.0025e+00  2.0047e+00  2.4949e+00  2.8130e-01  4.2671e-01  3.6789e-01  2.4732e-01  2.8665e-01  9.9285e-02  1.0192e-01  1.5382e+00  1.3681e+00  2.7540e+00  2.6278e+00  2.4743e+00  2.5435e+00  1.3471e+00  3.1994e+00  2.6754e+00  1.1707e+00  9.5526e-01
  6.9000e+00  1.6358e+00  1.7298e+00  4.2094e-02  7.3065e-02  3.2866e-01  1.2656e-01  4.7845e-01 -1.5252e+00  2.4071e+00  8.8831e-01  2.0056e+00  2.4928e+00  2.4416e-01  3.8191e-01  3.2209e-01  2.3092e-01  2.6889e-01  9.7366e-02  9.8822e-02  1.5378e+00  1.3682e+00  2.6769e+00  2.5509e+00  2.3329e+00  2.3858e+00  1.2383e+00  2.9741e+00  2.5096e+00  9.7229e-01  9.3836e-01
