log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
8.0	1.6472e+00	6.8389e-01	1.3474e+00	6.6897e-01	-9.9236e-01	2.5694e-01	7.9353e-01	3.2278e+00	2.4153e+00	-1.6874e+00
8.1	1.6496e+00	3.1745e-01	1.2881e+00	1.1576e+00	-1.1894e+00	3.3284e-01	9.2137e-01	3.2487e+00	2.4704e+00	-2.1440e+00
8.2	1.7319e+00	2.5328e-01	1.1963e+00	1.7592e+00	-1.3217e+00	3.6171e-01	1.0704e+00	3.2478e+00	2.4970e+00	-2.3442e+00
8.3	1.8584e+00	2.7333e-01	1.0537e+00	2.5712e+00	-1.4353e+00	2.9485e-01	1.0823e+00	3.2699e+00	2.5378e+00	-2.4578e+00
8.4	2.0923e+00	7.4397e-01	9.2195e-01	3.3454e+00	-1.3637e+00	1.2726e-02	1.0217e+00	3.3418e+00	2.5655e+00	-2.2262e+00
8.5	2.3143e+00	1.2008e+00	7.5662e-01	4.2729e+00	-1.1017e+00	-6.7357e-01	5.8013e-01	3.5550e+00	2.7011e+00	-1.8954e+00
8.6	2.1590e+00	1.3156e+00	8.2910e-01	3.4717e+00	-4.3725e-01	-1.5911e+00	-1.6265e-01	3.7655e+00	2.9184e+00	-1.1235e+00
8.7	1.7111e+00	6.2462e-01	1.1382e+00	1.9422e+00	-2.3570e-01	-1.6311e+00	1.5859e-01	3.8928e+00	3.2846e+00	2.2922e-02
8.8	1.6219e+00	3.5920e-01	1.2102e+00	1.5821e+00	-8.9773e-01	-3.8242e-01	8.2055e-01	3.8051e+00	3.6804e+00	1.4047e+00
8.9	1.6961e+00	9.2698e-01	1.1041e+00	2.6085e+00	-1.0392e+00	8.1282e-02	1.4354e+00	3.9518e+00	4.2443e+00	3.0259e+00
9.0	1.6470e+00	1.4597e+00	1.1677e+00	2.2807e+00	-7.1402e-01	3.7040e-02	1.5725e+00	4.4037e+00	4.7203e+00	4.5858e+00
9.1	1.6882e+00	1.7275e+00	1.0295e+00	2.2749e+00	-8.3865e-01	2.3399e-03	1.3960e+00	4.8191e+00	5.0557e+00	5.8920e+00
9.2	1.8509e+00	1.6402e+00	8.9100e-01	3.1242e+00	-8.2185e-01	-4.4413e-01	1.1045e+00	4.5567e+00	4.6528e+00	5.3774e+00
9.3	1.9645e+00	1.9571e+00	5.6004e-01	4.1711e+00	-7.0107e-01	-1.0053e+00	8.4892e-01	4.1617e+00	3.9953e+00	3.9699e+00
9.4	1.4957e+00	2.3638e+00	5.2325e-01	3.0995e+00	2.5312e-01	-1.6941e+00	5.7476e-01	4.1572e+00	4.0027e+00	4.2773e+00
9.5	1.0185e+00	1.4932e+00	4.8133e-01	1.4578e+00	2.6831e-01	-1.4341e+00	4.1991e-01	4.1416e+00	4.1441e+00	5.3943e+00
9.6	7.0382e-01	1.6184e+00	6.6247e-01	2.5904e-01	2.7177e-01	7.6456e-02	1.2751e+00	3.6346e+00	4.0545e+00	6.5006e+00
9.7	7.0743e-01	1.2767e+00	6.4116e-01	2.3616e-01	6.1686e-02	6.2222e-01	1.5269e+00	2.4060e+00	3.1101e+00	7.2671e+00
9.8	6.1594e-01	1.0917e+00	5.3943e-01	2.1789e-01	5.7289e-02	4.6070e-01	1.0805e+00	2.1758e+00	2.6818e+00	6.1799e+00
9.9	7.9936e-01	1.5007e+00	8.2358e-01	3.0203e-01	1.5134e-01	9.0175e-01	1.8483e+00	1.9745e+00	2.0950e+00	5.8221e+00
10.0	4.2209e-01	5.5399e-01	2.6910e-01	1.5058e-01	-1.0231e-01	7.1956e-02	3.6460e-01	1.0540e+00	1.2894e+00	5.4022e+00
10.1	8.5111e-01	1.3956e+00	7.6373e-01	1.9612e-01	-4.7290e-02	5.7069e-01	1.2781e+00	1.8767e+00	1.7389e+00	3.3878e+00
10.2	2.7802e-01	4.1355e-01	1.7511e-01	1.4358e-01	-5.2728e-02	2.0769e-02	3.1926e-01	6.9260e-01	7.8366e-01	4.3588e+00
10.3	1.0761e+00	2.0525e+00	1.0866e+00	3.3422e-01	1.3233e-01	1.0513e+00	2.2040e+00	2.1590e+00	1.6723e+00	1.9308e+00
10.4	1.6500e+00	-4.6860e-01	1.0468e+00	2.4418e+00	-1.5551e+00	3.5315e-01	7.6893e-01	3.0731e+00	2.8198e+00	-1.8731e+00
10.5	1.3663e+00	2.8081e+00	1.4931e+00	3.1465e-01	1.0421e-01	1.2121e+00	3.4406e+00	2.7580e+00	1.8512e+00	1.7252e+00
10.6	2.3318e+00	3.9068e+00	1.3068e+00	1.0769e+00	-6.8291e-01	1.3976e+00	1.0643e+01	2.8487e+00	1.6980e+00	9.7613e-01
10.7	2.8527e+00	4.0180e+00	1.1212e+00	1.6228e+00	-5.5048e-01	1.4382e+00	1.0298e+01	3.7023e+00	6.4819e-01	3.2343e+00
10.8	2.0878e+00	3.6750e+00	1.4212e+00	9.9237e-01	-5.1436e-01	1.4936e+00	1.0400e+01	2.9603e+00	2.3082e+00	4.1399e-01
10.9	2.8520e+00	3.9863e+00	1.0590e+00	1.6573e+00	-4.4712e-01	1.4180e+00	9.4523e+00	4.0863e+00	6.7295e-01	3.6044e+00
11.0	2.3899e+00	4.1033e+00	1.2441e+00	1.1337e+00	-6.3097e-01	1.4117e+00	1.0122e+01	3.4855e+00	2.2496e+00	6.3323e-01
