log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
6.0	2.8629e+00	3.9070e+00	3.3390e-01	1.4389e+00	1.4922e+00	4.0366e+00	6.9398e+00	1.7843e+00	4.1237e-01	1.0784e+00
6.1	2.4400e+00	4.9239e+00	5.2162e-01	1.8021e+00	1.7634e+00	3.2592e+00	7.6063e+00	2.1042e+00	6.7362e-01	1.0868e+00
6.2	2.1153e+00	4.7028e+00	5.5783e-01	1.7878e+00	1.8616e+00	2.9856e+00	7.8854e+00	2.1594e+00	8.0378e-01	1.0323e+00
6.3	1.8180e+00	5.1102e+00	7.4617e-01	1.8306e+00	1.7837e+00	2.5022e+00	8.1495e+00	2.1220e+00	8.9926e-01	1.6739e+00
6.4	1.4691e+00	5.3369e+00	9.4055e-01	1.7004e+00	1.7466e+00	2.2256e+00	7.8823e+00	1.8929e+00	1.0287e+00	2.2765e+00
6.5	1.2133e+00	5.5774e+00	1.2181e+00	1.4690e+00	1.8631e+00	2.0851e+00	8.0387e+00	2.1748e+00	1.3442e+00	1.6274e+00
6.6	1.0521e+00	5.8370e+00	1.3161e+00	1.4539e+00	1.9156e+00	1.6947e+00	8.2127e+00	2.2913e+00	1.5545e+00	1.4223e+00
6.7	8.5174e-01	5.9916e+00	1.5988e+00	1.5958e+00	1.7481e+00	1.4608e+00	8.2659e+00	2.4302e+00	1.5618e+00	2.3241e+00
6.8	8.5995e-01	6.5095e+00	1.8139e+00	1.5191e+00	1.4420e+00	1.3380e+00	7.6906e+00	2.7535e+00	1.6290e+00	3.0588e+00
6.9	9.5058e-01	7.0268e+00	1.8991e+00	1.2542e+00	1.1073e+00	1.2046e+00	6.7477e+00	3.0024e+00	1.6842e+00	3.5019e+00
7.0	1.1498e+00	6.7740e+00	1.6957e+00	4.4876e-01	6.7594e-01	9.5505e-01	4.9529e+00	2.9688e+00	1.7001e+00	3.4349e+00
7.1	1.4047e+00	6.5515e+00	1.2910e+00	-9.5543e-01	2.7698e-01	5.3561e-01	2.0776e+00	2.6742e+00	1.6682e+00	2.6621e+00
7.2	1.6253e+00	5.9133e+00	1.3773e+00	-9.1607e-01	2.2296e-01	4.4480e-01	1.6062e+00	2.8685e+00	1.8730e+00	2.5152e+00
7.3	1.7676e+00	5.1778e+00	1.4352e+00	-7.6100e-01	1.4210e-01	3.5766e-01	1.3254e+00	2.9572e+00	2.0116e+00	2.1628e+00
7.4	1.8397e+00	4.5074e+00	1.4947e+00	-5.7578e-01	4.6705e-02	2.8938e-01	1.1174e+00	3.0328e+00	2.1130e+00	1.7616e+00
7.5	1.8420e+00	3.7483e+00	1.5175e+00	-3.9499e-01	-8.5532e-02	2.2128e-01	9.2488e-01	3.0714e+00	2.1681e+00	1.2524e+00
7.6	1.7978e+00	2.9853e+00	1.5066e+00	-2.3820e-01	-2.4021e-01	1.6971e-01	7.7694e-01	3.0970e+00	2.2152e+00	6.7849e-01
7.7	1.7416e+00	2.2216e+00	1.4482e+00	-1.3908e-01	-4.3136e-01	1.1958e-01	5.7550e-01	3.1016e+00	2.2596e+00	1.0929e-02
7.8	1.7023e+00	1.5661e+00	1.4002e+00	6.8013e-02	-6.1773e-01	1.3016e-01	6.1965e-01	3.1206e+00	2.3058e+00	-5.2455e-01
7.9	1.6614e+00	1.0403e+00	1.3718e+00	3.2735e-01	-8.1086e-01	1.7129e-01	6.5959e-01	3.1798e+00	2.3607e+00	-1.1977e+00
