log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
10.1	3.4864e-01	5.9845e-01	2.5748e-01	1.3250e-01	4.8630e-02	-6.0007e-02	1.6798e-01	1.3891e+01	8.6420e+00	8.4680e+00
10.2	5.8538e-01	7.7241e-01	5.9145e-01	1.5828e-01	3.9126e-02	1.6060e-01	7.9841e-01	4.8033e+00	5.8924e+00	8.6351e+00
10.3	1.3751e+00	2.7354e+00	4.7023e-01	2.7363e+00	4.2273e-01	-4.1092e+00	-9.3694e+00	2.6870e+00	3.5354e+00	3.7914e+00
10.4	9.3981e-01	-2.0998e-01	1.0998e+00	1.1789e+00	-6.6378e-01	-3.4650e-01	-6.2608e-01	1.8971e+00	1.5660e+00	-9.5157e-01
10.5	8.1225e-01	-2.1685e-01	9.6438e-01	2.2817e-01	-3.9484e-01	-1.4376e-01	-3.4527e-01	1.6177e+00	1.0793e+00	-9.3170e-01
10.6	8.4779e-01	7.6025e-01	5.7780e-01	2.9789e-02	-7.3100e-02	-3.7614e-02	6.0223e-02	1.3336e+00	8.5861e-01	4.8259e-01
10.7	5.0773e-01	1.0387e+00	7.1439e-01	2.2133e-01	1.7449e-01	3.6548e-01	1.8726e+00	9.1383e-01	8.4810e-01	2.3833e+00
10.8	9.1616e-01	8.0056e-01	7.8272e-01	8.3586e-01	1.3127e-01	5.1249e-01	3.0952e+00	8.3072e-01	6.8845e-01	3.5409e+00
10.9	6.4527e-01	5.5945e-01	8.1539e-01	5.7956e-01	1.1205e-01	5.4520e-01	2.6398e+00	1.0777e+00	4.7548e-01	2.6017e+00
11.0	4.9709e-01	4.5009e-01	8.6668e-01	4.4632e-01	1.9627e-01	1.0265e+00	2.9114e+00	1.8481e+00	2.5934e-01	1.8054e+00
