log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
7.6	1.6183e+00	2.7322e+00	1.1563e+00	-2.6329e-01	-1.0999e-01	1.1675e-01	7.1048e-01	2.4230e+00	1.6828e+00	9.9758e-01
7.7	1.5994e+00	2.1134e+00	1.1568e+00	-1.9356e-01	-2.4384e-01	4.0558e-02	4.6360e-01	2.4114e+00	1.6964e+00	5.1817e-01
7.8	1.5466e+00	1.5320e+00	1.1598e+00	-1.1114e-01	-3.8022e-01	-9.8716e-03	2.9112e-01	2.4372e+00	1.7213e+00	-1.0084e-01
7.9	1.4920e+00	1.0247e+00	1.1713e+00	-1.2934e-02	-5.0928e-01	-3.8480e-02	1.9429e-01	2.4848e+00	1.7633e+00	-7.2042e-01
8.0	1.4569e+00	6.1146e-01	1.1907e+00	1.3917e-01	-6.3959e-01	-3.9289e-02	2.0608e-01	2.5373e+00	1.8120e+00	-1.2260e+00
8.1	1.4163e+00	2.3980e-01	1.2080e+00	3.6612e-01	-7.8702e-01	-3.5017e-02	2.4092e-01	2.5812e+00	1.8582e+00	-1.6958e+00
8.2	1.4046e+00	-7.9095e-02	1.2328e+00	6.8018e-01	-9.4462e-01	-1.6443e-02	2.9777e-01	2.6319e+00	1.9251e+00	-2.1044e+00
8.3	1.4372e+00	-1.2672e-01	1.2157e+00	1.1156e+00	-1.0539e+00	-2.6112e-02	3.6153e-01	2.6558e+00	1.9705e+00	-2.2775e+00
8.4	1.5243e+00	-2.3590e-02	1.1691e+00	1.6978e+00	-1.1305e+00	-9.2565e-02	3.9308e-01	2.6942e+00	2.0196e+00	-2.3393e+00
8.5	1.7323e+00	3.3626e-01	1.0695e+00	2.6943e+00	-1.1771e+00	-2.7617e-01	3.5323e-01	2.7956e+00	2.1045e+00	-2.3301e+00
8.6	2.0243e+00	1.1023e+00	9.1617e-01	3.9502e+00	-1.0999e+00	-8.3208e-01	6.1019e-02	3.0395e+00	2.2342e+00	-2.1325e+00
8.7	2.2366e+00	2.0399e+00	7.6405e-01	4.3281e+00	-6.0092e-01	-2.0259e+00	-1.1532e+00	3.3511e+00	2.4222e+00	-1.5247e+00
8.8	1.7323e+00	1.0597e+00	9.8578e-01	2.4559e+00	-1.8707e-01	-2.6757e+00	-2.0847e+00	3.5582e+00	2.6817e+00	-7.5271e-01
8.9	1.4316e+00	3.4173e-01	1.1772e+00	1.7290e+00	-3.4223e-01	-2.2797e+00	-1.7416e+00	3.6600e+00	3.1270e+00	3.7782e-01
9.0	1.5224e+00	7.1295e-01	1.1300e+00	1.9270e+00	-6.5784e-01	-9.9129e-01	-2.8445e-01	3.7055e+00	3.8089e+00	1.9781e+00
9.1	1.5203e+00	5.4862e-01	1.0690e+00	2.1103e+00	-9.1151e-01	-4.3638e-01	2.5595e-01	3.9000e+00	4.4877e+00	3.4585e+00
9.2	1.7356e+00	1.2132e+00	9.1795e-01	3.0785e+00	-8.7405e-01	-8.1724e-01	1.1216e-01	4.5222e+00	4.9639e+00	4.5984e+00
9.3	1.7628e+00	1.3829e+00	8.9091e-01	3.4410e+00	-7.4910e-01	-1.0995e+00	1.3243e-02	4.8504e+00	5.0611e+00	5.2349e+00
9.4	1.7970e+00	2.0844e+00	7.2608e-01	3.7013e+00	-4.6654e-01	-1.3095e+00	-5.1162e-02	5.2375e+00	5.5149e+00	6.5013e+00
9.5	1.5475e+00	2.4418e+00	5.5967e-01	3.2192e+00	1.1770e-01	-2.6667e+00	-1.3037e+00	5.4169e+00	5.5393e+00	7.1511e+00
9.6	9.4369e-01	1.4266e+00	6.0558e-01	1.1751e+00	1.2346e-01	-8.7527e-01	8.7573e-02	5.2301e+00	5.8826e+00	8.5560e+00
9.7	7.1901e-01	1.1706e+00	6.6114e-01	2.5226e-01	1.3082e-01	5.1942e-01	1.5183e+00	5.0658e+00	6.3885e+00	1.0909e+01
9.8	8.2397e-01	1.3492e+00	7.8427e-01	2.9896e-01	1.5328e-01	6.9451e-01	1.9184e+00	4.7328e+00	6.2287e+00	1.1498e+01
9.9	4.7804e-01	6.3424e-01	2.8559e-01	1.5362e-01	-3.9750e-02	-6.7449e-02	2.8825e-01	4.2652e+00	5.9870e+00	1.2166e+01
10.0	9.1859e-01	1.4252e+00	8.1352e-01	3.0522e-01	1.3991e-01	6.2809e-01	1.8299e+00	2.6722e+00	3.5412e+00	7.7188e+00
10.1	4.7390e-01	7.1775e-01	2.9028e-01	2.2468e-01	5.5188e-02	1.6874e-01	6.8229e-01	2.3579e+00	3.9964e+00	1.1371e+01
10.2	8.6890e-01	1.4302e+00	7.8438e-01	2.6828e-01	1.1412e-01	6.1827e-01	1.7832e+00	1.7514e+00	1.8381e+00	5.5085e+00
10.3	1.0102e+00	1.6630e+00	1.0148e+00	3.3486e-01	2.2304e-01	9.4894e-01	2.4926e+00	2.0026e+00	1.8930e+00	4.5062e+00
10.4	7.7859e-01	1.1726e+00	6.1751e-01	1.9738e-01	-3.5926e-02	3.2045e-01	1.0337e+00	1.4183e+00	1.2034e+00	2.3157e+00
10.5	2.8212e-01	4.5141e-01	1.7798e-01	9.6377e-02	-3.7800e-02	4.0425e-03	2.4517e-01	5.3314e-01	5.8010e-01	4.2136e+00
10.6	1.2097e+00	1.6164e+00	3.2682e-02	2.7783e+00	3.1834e+00	-4.7292e+00	-6.5641e+00	2.6301e+00	3.4656e+00	1.3713e+00
10.7	1.3774e+00	-4.2005e-01	1.1817e+00	9.7246e-01	-1.0655e+00	3.0538e-02	8.7823e-02	2.5712e+00	1.9974e+00	-2.3923e+00
10.8	1.2637e+00	1.1893e+00	1.3504e+00	7.5066e-01	2.2650e-01	1.0516e+00	2.9746e+00	1.9789e+00	1.5534e+00	1.5388e+00
10.9	3.1298e+00	3.9845e+00	1.1069e+00	1.8067e+00	-5.9925e-01	1.3549e+00	1.0329e+01	3.2348e+00	-1.2069e-01	4.4580e+00
11.0	2.0693e+00	3.7175e+00	1.3921e+00	8.7328e-01	-6.8659e-01	1.5224e+00	1.1261e+01	2.6419e+00	1.4000e+00	1.2890e+00
