log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
9.9	5.4144e-01	7.3063e-01	3.3283e-01	3.1242e-01	6.2298e-02	-3.9835e-01	2.8414e-02	6.0746e+00	7.0266e+00	1.1698e+01
10.0	8.3288e-01	1.2294e+00	7.2358e-01	2.2935e-01	1.0099e-02	3.8669e-01	1.3710e+00	3.8837e+00	5.4774e+00	1.0835e+01
10.1	8.0877e-01	1.3207e+00	8.1107e-01	2.7987e-01	1.4606e-01	6.6925e-01	1.9717e+00	2.5634e+00	3.7017e+00	9.8767e+00
10.2	4.9395e-01	7.8319e-01	3.8261e-01	1.9170e-01	-2.3868e-02	1.2821e-01	6.9896e-01	3.2151e+00	5.0776e+00	1.2197e+01
10.3	9.3099e-01	1.4299e+00	8.7662e-01	2.3034e-01	4.4643e-02	5.5910e-01	1.7705e+00	2.0226e+00	2.1491e+00	5.0635e+00
10.4	5.4777e-01	8.9830e-01	5.0181e-01	2.6056e-01	3.6770e-02	3.4700e-01	1.1274e+00	1.2547e+00	1.3176e+00	4.6798e+00
10.5	3.0098e-01	4.4663e-01	2.3299e-01	9.6819e-02	-3.1754e-02	7.2873e-02	3.6007e-01	6.7569e-01	8.9617e-01	6.1681e+00
10.6	2.3470e+00	1.5635e+00	6.1069e-01	5.1162e+00	-7.8721e-01	-1.2714e+00	-1.7093e+00	2.7088e+00	2.6455e+00	-7.4773e-01
10.7	1.3006e+00	-4.2667e-01	1.1738e+00	9.1044e-01	-9.8040e-01	-3.9355e-02	-4.0444e-02	2.4244e+00	1.8603e+00	-2.3295e+00
10.8	1.1525e+00	2.1526e+00	9.3549e-01	2.9839e-03	1.1823e-02	3.3342e-01	1.4417e+00	1.8908e+00	1.3847e+00	1.4582e+00
10.9	4.1188e+00	4.2358e+00	1.1013e-01	3.0795e+00	-2.1057e-01	9.8453e-01	7.5683e+00	3.9592e+00	-6.1594e-01	3.9543e+00
11.0	3.9634e+00	4.0699e+00	2.2428e-01	2.9551e+00	-2.0333e-01	1.1420e+00	7.9898e+00	4.3329e+00	-7.0491e-01	4.1187e+00
