log_age	F1370	F1400	F1425	F1460	UV_1501	F1533	F1550	UV_1719	F1853	F1978
10.1	9.3685e-01	1.5357e+00	8.3432e-01	3.1298e-01	1.3398e-01	6.9218e-01	1.8020e+00	1.8778e+00	1.9259e+00	5.3768e+00
10.2	8.7235e-01	1.4280e+00	8.1654e-01	2.5716e-01	1.0825e-01	6.9633e-01	1.7334e+00	1.7060e+00	1.5635e+00	4.1069e+00
10.3	5.1603e-01	8.2752e-01	3.8832e-01	2.4615e-01	1.1403e-02	2.4748e-01	8.1756e-01	1.1368e+00	1.2869e+00	5.2521e+00
10.4	1.1032e+00	1.7948e+00	1.0030e+00	3.7552e-01	1.6391e-01	8.4346e-01	2.1808e+00	1.9150e+00	1.5018e+00	1.8651e+00
10.5	1.5240e+00	2.1724e+00	5.7107e-01	2.4306e+00	1.7693e+00	-2.6441e+00	-2.8504e+00	3.0141e+00	3.0801e+00	-1.1184e-02
10.6	1.4293e+00	-1.4031e-01	1.1655e+00	7.1216e-01	-1.0690e+00	9.8419e-02	2.2201e-01	2.7627e+00	2.1388e+00	-2.1480e+00
10.7	1.4830e+00	2.7856e+00	1.4266e+00	5.5577e-01	4.9464e-01	1.1894e+00	3.2712e+00	2.1266e+00	1.6024e+00	2.9598e+00
10.8	2.5773e+00	3.8392e+00	1.2949e+00	1.3227e+00	-6.7248e-01	1.4267e+00	1.0903e+01	2.5994e+00	6.7666e-01	2.2268e+00
10.9	2.2758e+00	3.7732e+00	1.3479e+00	1.0236e+00	-6.6828e-01	1.3849e+00	1.0433e+01	2.4289e+00	1.5116e+00	8.5164e-01
11.0	2.2287e+00	3.8843e+00	1.3648e+00	9.5962e-01	-7.0684e-01	1.4093e+00	1.0669e+01	2.5540e+00	1.9139e+00	3.6276e-01
